Store_ID,Store_Name,Channel,State,City,District,Pincode,Latitude,Longitude,Opening_Date,Store_Status,Owner_Type
S001806,Sheth PLC,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,595031,25.787968,86.299765,2008-02-20,Active,Chain
S001991,Lad LLC,Hypermarket,Tamil Nadu,Chennai,Chennai,53788,21.687469,92.830889,2007-07-13,Closed,Chain
S004362,Jayaraman-Kumer,Hypermarket,Telangana,Hyderabad,Hyderabad,873541,36.650646,76.803699,2016-01-17,Active,Independent
S003774,Dugar Inc,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,881520,30.589243,93.704266,2023-10-26,Closed,Chain
S000348,Kapoor-Mohanty,Hypermarket,Telangana,Hyderabad,Hyderabad,554947,9.767771,95.507087,2010-07-04,Active,Chain
S007404,Wable PLC,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,801266,12.371681,78.439612,2025-11-24,Active,Chain
S009562,"Mittal, Devan and Bhatti",Hypermarket,Maharashtra,Pune,Pune,612239,11.161089,93.595193,2010-03-11,Active,Chain
S007284,"Bumb, Chokshi and Cherian",Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,704047,28.814232,80.138353,2025-01-05,Active,Chain
S008311,"Kade, Mann and Keer",Hypermarket,Tamil Nadu,Chennai,Chennai,674167,35.588006,77.326206,2010-06-04,Closed,Chain
S004213,Divan Group,Hypermarket,Delhi,New Delhi,New Delhi,434946,22.338147,81.304225,2018-01-05,Active,Chain
S004705,Barad LLC,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,54680,22.690436,88.812051,2009-03-12,Active,Independent
S004501,Hegde LLC,Hypermarket,West Bengal,Kolkata,Kolkata,822452,17.804086,75.357913,2016-04-05,Active,Chain
S007256,Goel and Sons,Hypermarket,West Bengal,Kolkata,Kolkata,914204,26.363686,89.760348,2009-12-02,Closed,Chain
S007626,Mohan PLC,Hypermarket,Delhi,New Delhi,New Delhi,27036,28.245126,81.083453,2015-12-01,Active,Chain
S007615,"Agrawal, Wadhwa and Chanda",Hypermarket,Tamil Nadu,Chennai,Chennai,727460,36.901048,85.332008,2007-11-23,Active,Independent
S005035,"Master, Nazareth and Seshadri",Hypermarket,Telangana,Hyderabad,Hyderabad,741465,21.005676,95.609125,2009-11-29,Active,Independent
S000869,Hayre Ltd,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,591266,32.381435,77.83542,2012-03-22,Closed,Independent
S009774,"Raju, Prabhakar and Varkey",Hypermarket,West Bengal,Kolkata,Kolkata,497651,30.671288,95.785992,2025-09-12,Closed,Independent
S000689,Kapur Ltd,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,344762,33.369905,88.231641,2021-03-05,Closed,Independent
S004900,"Sampath, Majumdar and Chowdhury",Hypermarket,West Bengal,Kolkata,Kolkata,512848,16.502628,77.552293,2013-06-22,Closed,Chain
S002034,"More, Chaudhary and Dhawan",Hypermarket,Maharashtra,Mumbai,Mumbai,487098,8.82641,81.644567,2022-08-25,Active,Chain
S009667,"Kata, Kothari and Merchant",Hypermarket,Gujarat,Ahmedabad,Ahmedabad,809696,27.481058,78.731779,2014-09-04,Closed,Chain
S000791,"Bhattacharyya, Dani and Dhawan",Hypermarket,Telangana,Hyderabad,Hyderabad,338655,35.887901,80.977494,2021-02-11,Closed,Independent
S000097,"Bawa, Taneja and Mangat",Hypermarket,Gujarat,Ahmedabad,Ahmedabad,953394,9.999745,86.778754,2011-02-25,Active,Chain
S002175,"Din, Kapoor and Choudhry",Hypermarket,West Bengal,Kolkata,Kolkata,361094,28.008948,94.205897,2016-02-18,Active,Independent
S009879,Nagarajan-Sarna,Hypermarket,Telangana,Hyderabad,Hyderabad,883351,14.57164,82.339794,2019-10-20,Active,Chain
S009811,Pathak LLC,Hypermarket,Maharashtra,Mumbai,Mumbai,954571,21.232896,79.053184,2023-06-12,Closed,Independent
S004218,"Koshy, Desai and Talwar",Hypermarket,Maharashtra,Pune,Pune,444332,13.381496,82.829402,2017-01-06,Active,Chain
S001057,Goyal-Wable,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,339785,36.563908,80.410888,2018-08-18,Active,Chain
S009540,Krishnamurthy-Parikh,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,378626,20.055873,85.790004,2018-06-23,Active,Chain
S009022,Modi Ltd,Hypermarket,Delhi,New Delhi,New Delhi,652343,12.94909,91.902971,2008-06-21,Closed,Chain
S004699,"More, Tripathi and Dada",Hypermarket,West Bengal,Kolkata,Kolkata,632673,14.596039,74.765512,2025-09-15,Closed,Chain
S005919,Pai-Rajagopal,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,698363,33.443737,74.061742,2013-07-08,Closed,Chain
S007680,Bassi-Bains,Hypermarket,Maharashtra,Pune,Pune,498824,12.22382,75.416705,2021-12-02,Closed,Chain
S001775,Patil Group,Hypermarket,Tamil Nadu,Chennai,Chennai,976093,14.69583,77.129675,2010-10-21,Active,Independent
S007991,"Date, Jhaveri and Dhillon",Hypermarket,Delhi,New Delhi,New Delhi,711467,19.717296,70.358662,2017-04-09,Closed,Chain
S002644,Chada LLC,Hypermarket,West Bengal,Kolkata,Kolkata,110384,19.033001,70.261764,2021-09-28,Active,Chain
S004260,"Ram, Bava and Shenoy",Hypermarket,Gujarat,Ahmedabad,Ahmedabad,961229,16.947693,68.418065,2023-11-23,Active,Chain
S003503,Zacharia Ltd,Hypermarket,Maharashtra,Pune,Pune,578369,33.305605,95.339925,2008-01-26,Active,Chain
S001486,"Mander, Balay and Ramaswamy",Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,277584,35.501517,78.543856,2016-06-28,Closed,Independent
S003694,Agarwal LLC,Hypermarket,West Bengal,Kolkata,Kolkata,32730,26.188837,84.227419,2013-12-01,Closed,Independent
S000058,Bal LLC,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,631931,30.689208,79.939682,2016-10-04,Active,Chain
S008414,Choudhury-Varty,Hypermarket,West Bengal,Kolkata,Kolkata,81463,33.592085,88.319052,2018-04-30,Active,Chain
S002062,"Sharaf, Basu and Rama",Hypermarket,Tamil Nadu,Chennai,Chennai,854818,10.045418,95.937363,2020-12-19,Closed,Independent
S004539,Deshpande-Lanka,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,470414,18.151833,77.019528,2019-02-25,Active,Independent
S005331,"Khare, Dewan and Ahluwalia",Hypermarket,Maharashtra,Mumbai,Mumbai,271131,33.350809,93.888512,2023-07-12,Closed,Chain
S008482,"Devan, Mital and Naidu",Hypermarket,Tamil Nadu,Chennai,Chennai,372420,33.136741,70.943957,2008-05-21,Closed,Independent
S006358,"Mishra, Joshi and Bail",Hypermarket,West Bengal,Kolkata,Kolkata,697883,35.048371,91.813608,2013-08-15,Active,Chain
S008806,Varghese Group,Hypermarket,Maharashtra,Pune,Pune,501933,19.823452,95.373897,2016-10-31,Closed,Chain
S008773,Mitter LLC,Hypermarket,Maharashtra,Pune,Pune,890237,22.944952,89.521793,2007-08-27,Active,Independent
S004336,"Chander, Barad and Bakshi",Hypermarket,Delhi,New Delhi,New Delhi,450814,32.307101,87.731864,2021-02-24,Closed,Independent
S004827,Shukla-Mannan,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,161605,16.215218,84.16626,2015-10-12,Closed,Independent
S008469,Bora PLC,Hypermarket,Maharashtra,Pune,Pune,21050,29.609502,76.462498,2012-09-11,Closed,Independent
S000863,Yohannan Group,Hypermarket,Tamil Nadu,Chennai,Chennai,243772,15.378108,69.967246,2016-02-21,Closed,Chain
S004187,"Mangal, Chaudhuri and Shan",Hypermarket,Maharashtra,Mumbai,Mumbai,31080,11.970361,82.901498,2024-07-28,Closed,Chain
S002633,"Ghose, Ganesh and Palan",Hypermarket,Maharashtra,Mumbai,Mumbai,386194,30.171545,78.907388,2009-08-29,Active,Independent
S005488,Chad Ltd,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,277615,24.005832,80.738099,2009-09-29,Active,Chain
S005067,Bhavsar-Bhagat,Hypermarket,West Bengal,Kolkata,Kolkata,923951,30.491225,69.137449,2007-03-16,Closed,Independent
S000181,Prakash-Nori,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,239868,9.519572,89.509824,2007-11-14,Active,Independent
S008732,Krishnamurthy PLC,Hypermarket,Maharashtra,Pune,Pune,365088,36.134126,78.08161,2011-11-09,Closed,Independent
S005089,"Zachariah, Sachdeva and Modi",Hypermarket,Maharashtra,Pune,Pune,493203,8.66286,72.784445,2026-04-12,Closed,Chain
S000048,"Malhotra, Verma and Sundaram",Hypermarket,Delhi,New Delhi,New Delhi,471434,12.574658,92.178604,2017-12-04,Closed,Independent
S008055,Sen-Jaggi,Hypermarket,Delhi,New Delhi,New Delhi,414022,35.250999,89.927727,2019-09-12,Closed,Independent
S006176,Brar LLC,Hypermarket,West Bengal,Kolkata,Kolkata,944060,22.753145,92.238547,2009-02-11,Active,Chain
S000372,"Sem, Chakrabarti and Tara",Hypermarket,Tamil Nadu,Chennai,Chennai,517016,27.837207,92.588146,2020-07-12,Active,Independent
S008941,Contractor-Gill,Hypermarket,Telangana,Hyderabad,Hyderabad,555195,35.585942,81.537668,2008-09-06,Active,Chain
S000939,"Karpe, Rajagopalan and Chacko",Hypermarket,Maharashtra,Mumbai,Mumbai,893135,35.712565,75.675281,2006-08-06,Closed,Independent
S003639,Gara-Venkataraman,Hypermarket,Maharashtra,Mumbai,Mumbai,994757,18.043185,89.517641,2021-05-12,Active,Chain
S005941,"Bal, Sule and Thaker",Hypermarket,Delhi,New Delhi,New Delhi,477016,13.957283,91.854972,2026-04-11,Active,Independent
S004402,Badal-Rajagopalan,Hypermarket,Maharashtra,Pune,Pune,426053,36.151242,79.18738,2014-07-06,Active,Chain
S007542,Sarin-Garde,Hypermarket,Telangana,Hyderabad,Hyderabad,967289,33.978071,69.391308,2011-03-01,Active,Chain
S009631,"Kamdar, Manne and Kadakia",Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,747994,21.42804,79.408628,2017-05-01,Closed,Independent
S002333,"Mittal, Pingle and Uppal",Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,268384,25.573529,75.323535,2025-03-25,Closed,Chain
S006750,Biswas-Boase,Hypermarket,Delhi,New Delhi,New Delhi,120150,21.98371,94.184194,2011-10-06,Active,Chain
S007121,Balasubramanian Ltd,Hypermarket,Tamil Nadu,Chennai,Chennai,808766,21.973715,81.968137,2022-11-06,Closed,Chain
S004045,Sharma PLC,Hypermarket,West Bengal,Kolkata,Kolkata,723816,21.284363,78.215645,2008-12-05,Active,Independent
S007936,Khatri Ltd,Hypermarket,Maharashtra,Mumbai,Mumbai,223550,27.97061,79.809729,2015-11-28,Active,Chain
S005201,Kaul Inc,Hypermarket,West Bengal,Kolkata,Kolkata,891950,14.020609,87.836417,2022-11-21,Active,Chain
S006763,"Manda, Nazareth and Shan",Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,909519,13.166854,73.905994,2025-03-28,Active,Chain
S001988,Bhakta LLC,Hypermarket,Maharashtra,Pune,Pune,805491,34.898993,74.098466,2015-04-16,Active,Chain
S001103,Sarna-Kapur,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,449134,21.781432,78.664439,2011-04-19,Closed,Independent
S006905,Minhas-Bajaj,Hypermarket,Maharashtra,Mumbai,Mumbai,579979,13.911359,93.380734,2025-03-01,Closed,Independent
S002549,"Yadav, Sahota and Pandya",Hypermarket,Telangana,Hyderabad,Hyderabad,483483,22.876424,95.839179,2018-07-08,Active,Independent
S001636,"Kapadia, Oza and Wagle",Hypermarket,Maharashtra,Pune,Pune,138186,32.980274,89.003347,2019-01-23,Active,Independent
S002495,"Jayaraman, Sule and Chauhan",Hypermarket,Delhi,New Delhi,New Delhi,115866,21.670131,74.993847,2024-02-07,Closed,Chain
S009949,Nazareth-Jayaraman,Hypermarket,West Bengal,Kolkata,Kolkata,730022,18.860207,90.862925,2006-08-13,Active,Independent
S006412,Roy PLC,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,350342,20.736579,71.239378,2007-12-29,Closed,Independent
S007496,"Deo, Sachdeva and Borra",Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,409856,34.865753,83.915015,2009-04-27,Closed,Independent
S008185,Nadkarni-Pillai,Hypermarket,West Bengal,Kolkata,Kolkata,982157,11.512072,93.770604,2007-01-16,Closed,Chain
S005052,Krishnamurthy-Warrior,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,628134,34.406371,92.46404,2010-08-19,Active,Chain
S008423,"Tiwari, Padmanabhan and Ganguly",Hypermarket,Delhi,New Delhi,New Delhi,751309,10.961894,82.932488,2014-09-15,Closed,Chain
S000790,"Choudhry, Nigam and Kade",Hypermarket,Gujarat,Ahmedabad,Ahmedabad,735528,25.643988,84.331196,2021-04-04,Active,Chain
S004247,Ahluwalia-Saxena,Hypermarket,Maharashtra,Pune,Pune,518251,32.130071,93.161743,2010-07-14,Active,Independent
S001593,Kothari-Din,Hypermarket,Telangana,Hyderabad,Hyderabad,914084,16.914504,94.177519,2025-11-16,Closed,Independent
S001941,"Chacko, Goel and Doshi",Hypermarket,Telangana,Hyderabad,Hyderabad,215481,30.34449,86.277994,2019-03-05,Closed,Chain
S008123,Nazareth Ltd,Hypermarket,Telangana,Hyderabad,Hyderabad,135466,26.212331,86.781561,2013-03-15,Active,Independent
S004598,"Kar, Dey and Reddy",Hypermarket,West Bengal,Kolkata,Kolkata,434037,31.531319,75.761544,2008-12-02,Active,Independent
S004433,Narasimhan Group,Hypermarket,Maharashtra,Pune,Pune,201844,32.934879,91.22039,2017-05-27,Active,Independent
S006885,Natt-Bhavsar,Hypermarket,Maharashtra,Pune,Pune,567464,12.742043,75.544275,2011-01-14,Active,Chain
S007569,Chatterjee Group,Hypermarket,Delhi,New Delhi,New Delhi,995942,29.853596,82.730615,2018-04-28,Active,Chain
S007050,"Sethi, Reddy and Din",Hypermarket,Gujarat,Ahmedabad,Ahmedabad,712882,28.904727,92.264824,2020-06-15,Closed,Chain
S005878,Khalsa-Goel,Hypermarket,Maharashtra,Pune,Pune,899470,18.688934,95.372223,2026-05-03,Active,Independent
S006451,"Batta, Puri and Dugar",Hypermarket,Maharashtra,Pune,Pune,652122,22.05593,75.542631,2018-07-02,Active,Chain
S002148,Amble PLC,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,598312,22.662243,74.531832,2015-09-01,Active,Chain
S006221,Choudhry Inc,Hypermarket,Maharashtra,Mumbai,Mumbai,951522,36.825106,84.033119,2013-06-23,Active,Independent
S009808,Bansal-Choudhry,Hypermarket,Delhi,New Delhi,New Delhi,394366,13.726838,90.941982,2017-04-19,Closed,Chain
S008217,Kala LLC,Hypermarket,West Bengal,Kolkata,Kolkata,692401,31.821015,94.096111,2014-03-03,Closed,Independent
S003708,"Narang, Luthra and Bajwa",Hypermarket,Telangana,Hyderabad,Hyderabad,948494,11.678294,79.281117,2012-12-14,Closed,Chain
S002422,Balasubramanian LLC,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,956756,29.613156,88.514152,2013-08-01,Closed,Independent
S009355,Sandal Inc,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,848389,19.943913,75.740696,2013-02-22,Closed,Independent
S001767,Sama-Devi,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,546951,12.149305,77.469676,2007-09-08,Closed,Chain
S009995,Kothari-Bhatia,Hypermarket,West Bengal,Kolkata,Kolkata,847697,33.944445,81.356888,2012-12-16,Closed,Chain
S009921,"Varughese, Murty and Dua",Hypermarket,Delhi,New Delhi,New Delhi,302167,32.815722,68.809085,2013-02-15,Closed,Independent
S005561,Swaminathan-Shan,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,165374,29.109516,69.161453,2020-05-20,Active,Chain
S004841,Bose Group,Hypermarket,Maharashtra,Mumbai,Mumbai,653595,14.505608,81.931134,2018-04-23,Active,Independent
S008748,Master Inc,Hypermarket,West Bengal,Kolkata,Kolkata,373260,14.473159,73.747767,2025-05-29,Closed,Independent
S005012,Puri Ltd,Hypermarket,Maharashtra,Mumbai,Mumbai,614383,17.909158,88.569041,2023-09-22,Closed,Chain
S005121,Golla and Sons,Hypermarket,Tamil Nadu,Chennai,Chennai,489441,15.282924,79.765311,2012-12-12,Closed,Independent
S009236,Cherian and Sons,Hypermarket,West Bengal,Kolkata,Kolkata,770794,34.895808,95.522685,2008-08-17,Active,Independent
S000021,Gupta PLC,Hypermarket,Maharashtra,Pune,Pune,262473,32.408411,82.722224,2009-01-23,Active,Independent
S001007,Sachdev Ltd,Hypermarket,Delhi,New Delhi,New Delhi,188397,21.22187,72.824529,2023-03-05,Active,Chain
S008479,Prakash LLC,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,190806,30.71699,90.307477,2014-06-23,Closed,Independent
S009841,Patil-Soni,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,200805,14.823219,96.556782,2007-02-08,Closed,Chain
S007126,"Keer, Sachar and Ganguly",Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,303426,32.145523,79.308198,2006-08-17,Active,Independent
S002242,Bose-Bora,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,85173,29.77467,82.281215,2012-02-29,Active,Chain
S002493,Varty-Nadkarni,Hypermarket,Telangana,Hyderabad,Hyderabad,471778,24.999578,86.236564,2015-06-04,Closed,Independent
S003358,Nath-Mohanty,Hypermarket,Delhi,New Delhi,New Delhi,835699,24.369364,76.319076,2022-06-24,Closed,Independent
S007841,"Doshi, Dhaliwal and Varughese",Hypermarket,West Bengal,Kolkata,Kolkata,14497,32.612384,70.370305,2025-12-09,Active,Chain
S008873,Rao-Vora,Hypermarket,Maharashtra,Pune,Pune,997699,36.779803,94.043785,2021-08-06,Active,Chain
S002905,Mahal PLC,Hypermarket,Delhi,New Delhi,New Delhi,179670,14.583097,86.729932,2021-02-22,Closed,Chain
S005704,Bajwa-Nadig,Hypermarket,Telangana,Hyderabad,Hyderabad,115551,33.53345,94.870633,2007-12-22,Active,Chain
S007430,Yohannan Group,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,450941,29.409061,72.529785,2014-02-23,Closed,Independent
S002932,"Basak, Pathak and Rao",Hypermarket,Gujarat,Ahmedabad,Ahmedabad,82924,35.764386,86.03918,2025-07-04,Closed,Independent
S000891,Khatri Inc,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,901487,30.270304,85.528767,2006-11-11,Active,Independent
S008716,Sekhon LLC,Hypermarket,Telangana,Hyderabad,Hyderabad,112139,8.452689,91.847165,2017-04-30,Active,Independent
S007767,Sura Inc,Hypermarket,Tamil Nadu,Chennai,Chennai,946696,34.791038,72.767567,2010-02-15,Active,Chain
S003682,"Sidhu, Choudhary and Nair",Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,661668,23.711062,68.884017,2026-04-24,Active,Chain
S003104,Narayan-Memon,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,175627,13.254047,89.796587,2018-03-01,Active,Independent
S008903,Lanka-Bahri,Hypermarket,Maharashtra,Mumbai,Mumbai,696469,25.553965,92.059942,2007-05-04,Active,Chain
S007870,"Natarajan, Prashad and Karpe",Hypermarket,Maharashtra,Pune,Pune,511610,34.015771,88.439597,2019-07-25,Closed,Independent
S009137,Sibal-Sanghvi,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,760760,29.922331,89.347264,2021-03-30,Active,Independent
S002682,"Virk, Mitter and Borra",Hypermarket,Telangana,Hyderabad,Hyderabad,865581,32.682542,83.218965,2019-04-27,Closed,Chain
S005206,Saraf-Thaker,Hypermarket,Telangana,Hyderabad,Hyderabad,858431,28.526992,77.044767,2009-07-10,Active,Independent
S009677,Nagar Inc,Hypermarket,Delhi,New Delhi,New Delhi,532206,35.472193,91.553047,2010-05-09,Closed,Independent
S001819,"Ahuja, Manda and Natt",Hypermarket,Tamil Nadu,Chennai,Chennai,598875,23.528707,96.571302,2025-09-28,Closed,Independent
S003966,Sarkar-Lal,Hypermarket,Telangana,Hyderabad,Hyderabad,26135,21.335127,92.283548,2013-01-03,Active,Chain
S000865,Manne-Puri,Hypermarket,Tamil Nadu,Chennai,Chennai,523302,32.180934,94.746113,2023-02-01,Closed,Chain
S007742,Sengupta-Rajagopalan,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,342823,9.515719,78.614792,2013-01-24,Active,Chain
S008368,Sha-Bhakta,Hypermarket,Delhi,New Delhi,New Delhi,375619,14.813374,93.339447,2007-11-18,Closed,Independent
S001966,Pandey-Mane,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,418398,26.671694,85.026927,2016-10-13,Closed,Chain
S002970,Mandal-Arya,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,369995,24.740955,88.605665,2010-12-02,Active,Independent
S005528,Manda-Ranganathan,Hypermarket,Maharashtra,Pune,Pune,239554,16.530213,84.873216,2018-12-25,Active,Chain
S000437,Bir-Raja,Hypermarket,West Bengal,Kolkata,Kolkata,356588,17.363089,76.224199,2006-10-30,Active,Chain
S008692,Narula-Mani,Hypermarket,Telangana,Hyderabad,Hyderabad,649776,16.712881,91.945947,2024-11-28,Closed,Chain
S004639,Kuruvilla Ltd,Hypermarket,Tamil Nadu,Chennai,Chennai,439270,15.21937,89.764328,2024-02-16,Active,Chain
S000072,"Bhasin, Chaudhary and Johal",Hypermarket,Maharashtra,Pune,Pune,412328,22.948108,86.355285,2009-01-19,Closed,Independent
S005700,"Mishra, Subramanian and Sidhu",Hypermarket,Gujarat,Ahmedabad,Ahmedabad,306585,18.74691,86.93433,2023-10-30,Closed,Chain
S000141,"Vyas, Barad and Nayar",Hypermarket,West Bengal,Kolkata,Kolkata,962229,17.640759,90.123308,2012-02-18,Closed,Chain
S004521,Chadha-Magar,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,941679,21.378707,82.840346,2017-08-26,Closed,Independent
S002808,Bail and Sons,Hypermarket,Delhi,New Delhi,New Delhi,17545,25.062214,96.387989,2015-09-28,Active,Independent
S002329,Doshi and Sons,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,790065,13.509015,87.89341,2015-10-12,Closed,Independent
S001960,Dada-Sharma,Hypermarket,West Bengal,Kolkata,Kolkata,596983,24.478705,85.238416,2024-11-27,Active,Independent
S008137,Bhalla-Parmar,Hypermarket,Maharashtra,Mumbai,Mumbai,480057,33.722512,91.78791,2012-08-13,Active,Independent
S008008,Dass-Dube,Hypermarket,Delhi,New Delhi,New Delhi,534221,23.281091,85.842151,2014-01-29,Closed,Chain
S007570,"Krish, Nair and Devan",Hypermarket,Maharashtra,Pune,Pune,370942,26.867527,89.830128,2007-06-24,Closed,Independent
S005770,Kashyap Group,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,48793,30.883006,68.365605,2023-06-16,Active,Independent
S005273,"Minhas, Din and Narang",Hypermarket,Maharashtra,Mumbai,Mumbai,349001,10.997433,91.262802,2021-11-12,Active,Chain
S005126,"Dhillon, Biswas and Majumdar",Hypermarket,West Bengal,Kolkata,Kolkata,287899,21.32712,89.305004,2026-03-31,Active,Independent
S004153,Ravi LLC,Hypermarket,Tamil Nadu,Chennai,Chennai,360253,14.582299,69.877175,2019-04-14,Closed,Chain
S003843,Palan PLC,Hypermarket,West Bengal,Kolkata,Kolkata,620749,24.82753,73.741218,2023-10-29,Closed,Independent
S000297,Chopra and Sons,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,277561,35.009693,77.237371,2024-09-25,Closed,Chain
S007235,Suresh Inc,Hypermarket,Telangana,Hyderabad,Hyderabad,408497,8.37789,81.852285,2024-03-22,Active,Chain
S005192,"Dey, Kadakia and Nigam",Hypermarket,Delhi,New Delhi,New Delhi,121698,22.614109,81.098097,2014-02-19,Closed,Chain
S003416,Sastry Ltd,Hypermarket,Maharashtra,Mumbai,Mumbai,963731,34.473367,89.419116,2009-06-25,Active,Independent
S004663,"Bhargava, Bhakta and Savant",Hypermarket,Maharashtra,Pune,Pune,775500,12.075517,79.336334,2017-06-01,Closed,Chain
S004137,Devan-Lad,Hypermarket,Telangana,Hyderabad,Hyderabad,670880,35.252584,74.347224,2018-04-16,Closed,Independent
S004329,Ramakrishnan Group,Hypermarket,West Bengal,Kolkata,Kolkata,504616,19.651998,70.218523,2011-12-05,Closed,Chain
S003221,Dara and Sons,Hypermarket,Delhi,New Delhi,New Delhi,193868,24.070172,72.958106,2012-02-11,Closed,Independent
S009812,Gara-Rastogi,Hypermarket,Tamil Nadu,Chennai,Chennai,422079,36.928563,73.121282,2023-08-01,Active,Independent
S005372,Gole and Sons,Hypermarket,Gujarat,Ahmedabad,Ahmedabad,833762,27.597606,81.031314,2011-04-22,Closed,Chain
S006324,Chokshi and Sons,Hypermarket,Maharashtra,Pune,Pune,240831,29.05979,73.622708,2017-11-15,Closed,Chain
S002471,"Balasubramanian, Rama and Pandit",Hypermarket,Telangana,Hyderabad,Hyderabad,664267,11.950105,96.237923,2013-12-30,Closed,Chain
S005631,Kalita Group,Hypermarket,Maharashtra,Mumbai,Mumbai,137684,8.189943,71.939861,2024-07-19,Active,Independent
S002946,Char-Dani,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,50969,11.067268,83.579928,2025-12-31,Active,Independent
S008039,Srinivas Ltd,Hypermarket,West Bengal,Kolkata,Kolkata,879432,14.935498,90.583103,2006-11-09,Closed,Independent
S009819,Batta-Kanda,Hypermarket,Tamil Nadu,Chennai,Chennai,480719,18.194192,75.619502,2014-06-23,Active,Independent
S005461,Raghavan PLC,Hypermarket,Maharashtra,Pune,Pune,246088,22.353657,68.91807,2025-08-15,Active,Chain
S005275,Chadha and Sons,Hypermarket,Tamil Nadu,Chennai,Chennai,307661,34.811233,81.551094,2022-09-20,Closed,Chain
S001871,Randhawa Inc,Hypermarket,Delhi,New Delhi,New Delhi,838821,34.034358,72.907193,2023-04-10,Closed,Independent
S000738,Batta Ltd,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,749075,14.61832,77.189469,2014-07-14,Closed,Chain
S003316,Kulkarni-Goel,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,42186,13.251428,94.429715,2021-07-29,Closed,Independent
S000546,Shroff-Singhal,Hypermarket,Delhi,New Delhi,New Delhi,329456,29.135183,85.544395,2012-09-26,Active,Independent
S009152,Magar Ltd,Hypermarket,Karnataka,Bengaluru,Bengaluru Urban,442620,21.705299,89.130798,2015-10-12,Closed,Independent
S002264,Deshmukh-Bajaj,Hypermarket,Maharashtra,Pune,Pune,523759,20.107124,68.649441,2022-05-28,Active,Independent
S008605,"Venkataraman, Bedi and Palla",Kirana,Telangana,Hyderabad,Hyderabad,77884,28.014565,75.476854,2014-03-25,Active,Chain
S008342,"Kala, Jaggi and Nadig",Kirana,Gujarat,Ahmedabad,Ahmedabad,19165,24.947959,96.978868,2008-02-05,Closed,Chain
S007889,Suri Group,Kirana,Tamil Nadu,Chennai,Chennai,12808,24.215453,76.543063,2018-03-20,Active,Independent
S009087,Lal-Chada,Kirana,Maharashtra,Mumbai,Mumbai,358927,21.801304,89.080371,2006-09-14,Active,Independent
S002074,"Rao, Contractor and Balay",Kirana,Gujarat,Ahmedabad,Ahmedabad,792304,25.448207,85.119948,2021-01-03,Active,Independent
S008206,Dugar-Bhagat,Kirana,Tamil Nadu,Chennai,Chennai,291775,14.939393,71.991075,2007-08-26,Closed,Chain
S002230,Kalla LLC,Kirana,Telangana,Hyderabad,Hyderabad,38975,29.329352,73.653349,2011-09-06,Closed,Independent
S009972,Brar Inc,Kirana,Telangana,Hyderabad,Hyderabad,661281,32.18282,71.047589,2019-06-01,Closed,Independent
